Original;Conceptos
dystrophy;muscular-dystrophy,wasting,nutrition,tissue,genetic
quietman;
newish;new
coverage;cover,mobile-phone,strength
karlloff;
dependency;addiction,colony,dependence,dependence,colony,dependent,dependence,external,habit
toast;pledge,goner,bread,informational,auxiliary,cheers
fanatical;overzealous,zeal,irrational,extreme,fanaticism,enthusiasm
vertigo;dizziness,dizziness,acrophobia,disease,balance,inner-ear,analogous
seedeeee;
jeepers;surprise
truest;
ron;given-name,ronald,diminutive,heroin,mon,aki
steroid;steroid-hormone,organic,class,lipid,anabolic,vitamin
development;growth,exploitation,develop,developing,change,function,growth
nyqvist;
hoopla;ballyhoo,loud,bustling,carnival,speech,excited
alison;
moodcreating;
mme;
andagainvoodooif;
hitokiri;
overreverent;
caption;subtitle,captive,heading,subtitle,title
swashbuckling;swaggering,adventurous,swashbuckler,adventurous,exciting
theologyreinforcing;
gratefully;appreciatively,grateful
cantankerous;bloody-minded,cranky,ill-tempered,crabby,surly,ill-natured
dundee;michigan,oregon,minnesota,dundonian,madison-county
anime;Zanzibar-copal,animation,country,resin,courbaril,japan,manga
chargeafter;
fantasticthe;
dull;dense,muffle,sluggish,thudding,numb,unanimated,unpolished,spiritless,colorless,stupefy,unsharpened,matt,insensitive,blunted,lacklustre
disgustingnothing;
nekromantik;
vignette;sketch,gradually,photograph,tableau,ornament
alaimo;
pamanteni;
italien;
nearby;close-to,next-to,near,close,near,close,near
careerthose;
talker;speaker,speaker,talk-show,talking-point,chat-room,speech,mud
parent;rear,person,foster,act,stepparent,origin
phantom;apparition,apparition,ghost,ghost,heard,physical,nonexistent,fictitious,unreal
handycam;
peak;top-out,flower,bill,extremum,acme,anchor,unlucky,bad,pry
island;continent,continent,deck,area,peninsula,isle
random;force,average,arbitrary,non-sequitur,undistinguished,ergodic,stochastic,hit-or-miss
masterpieceslike;
merrygoround;
filmdepressing;
let;get,Lashkar-e-Taiba,permit,allow,rent,permit,net,know
masochist;enjoy,harm,masochism,glutton-for-punishment
himi;
holloway;sunken-lane,engineering,london,land,track,islington
akshay;
purposely;wilfully,deliberately,intentionally,on-purpose,purposefully,purpose,on-purpose,intentionally
drolly;humorous,odd,droll
tooi;
reid;Thomas-Reid
giveaway;game-show,apparent,free,event,obvious
partyquite;
asleep;at-peace,benumbed,unconscious,sleep,unaware,pins-and-needles,asleep-at-switch,hibernating,drowsing,slumberous,unawakened,hypnoid
doled;
mime;mimic,performer,classical,entertainment,actor,mimic
noisethe;
horrid;outrageous,terrific,revolting,appalling,disagreeable,rugged,dread,offensive,bad
monk;Thelonious-Sphere-Monk,priest,nun,brother,systematic,pyrrhula-pyrrhula
send;air,commit,transport,station,thrill,delight
goriest;
sahlan;
robards;
worthless;despicable,unworthy,worth,unworthy,trifling,nugatory,rubbishy,superfluous,tinpot
comply;courteous,complete,enfold,agree,accomplish,abide-by
ramsey;essex,england,huntingdonshire,isle-of-man,town
stephane;coronet,ancient-greek,headdress
crore;millions,lakh,money
imperfection;imperfect,flaw,qualities
fecal;faecal,feces
youngaspiring;
altagracia;
rebuild;reconstruction,reconstruct,build,again
york;queens-county,alabama,sandusky-county,yorke,neighbourhood
decisionps;
yasmin;
diversioni;
ftm;female-to-male
author;generator,writer,writer,book,literary,composition
shetookhertime;
worldweariness;
lawman;lageman,lawspeaker,lawman-general,soc-and-sac,household,law-enforcement,court,lawspeaker
willingly;volitionally,will,spontaneously,free,freely
haruhi;
inhuman;insensate,indifference,inhumanity,sadistic,cruel,nonhuman
smell;sense,olfactory-property,smack,spirit,nose,sense,odor,scent,odour
herbie;
incorrect;faulty,improper,inaccurate,false,erroneous,improper,improper,mistaken,erroneous,fallacious,ungrammatical
manipulative;manipulate,manipulable,manipulation,mathematical,artful
serenade;divertimento,serenata,evening,love-song,window,instrumental
assassain;
filmkusamas;
archie;artillery,anti-aircraft
wrongheadedly;wrongheaded
slighter;slight
answer;solution,suffice,question,response,reply,solution,question-response
canonical;canonic,natural,canonic,canon,prototypical,recognised,ecclesiastical,arbitrary,orthodox,standard
wahoo;strawberry-bush,county-seat,nebraska,california,burning-bush,west-virginia,tuna,mackerel,bonito
reassemble;disassembly,process,reverse,assemble
questionable;confutative,contestable,morality,doubt,challenge,dubious,so-called,apocryphal,in-question,suspicious,impugnable
alexandre;
caselli;
loftythe;
illconceived;
illogic;illogicality,unlogic,unreasonable,lack,logic,fallacy
cassie;huisache,shrub,vachellia-farnesiana,thorny,given-name,cassandra
parkins;
commentary;comment,scholia,memorandum,annotation,broadcast,description,transaction
droll;odd,drole,whimsical,joke,humorous
townsfolk;town,townsperson,town
embrace;hug,espouse,hug,enclose
grit;backbone,metalwork,grindstone,inedible,dirt,pain
shoelace;shoestring,bootlace,shoe,lacing,lace,fasten
trim;pare,spare,tailored,reduce,shave,cargo,pitch,christmas-tree
moviewe;
onejohn;
ruffle;swagger,affray,frill,choker,flick,ruff,capsule,commotion,fulgur
rhythm;rhythm-method-of-birth-control,cycle,stylistic,regularity,tempo,musical-instrument,ensemble
coedswhere;
fishnet;fabric,shaped,stockings,diamond
feresten;
guysthe;
sterile;unimaginative,aseptic,barren,sterilisation,sterilised,unfruitful,impotent,sterilise,unimpregnated,sterilised,barren
warmer;heater,heater,bodywarmer,warm,leg-warmer,lesson
watchthe;
kase;
familythe;
sommeilnow;
timeits;
offer;extend,put-up,crack,make,give,bid,deal,present
viewa;
settlement;colonization,village,colony,liquidation,settle,settler,hamlet
grenier;
meer;boundary
unto;to,onto
station;place,post,train,trains,fishing,sheep,retrograde
dv;deo-volente,cc
jasonleigh;
mcdowell;
cutenot;
ultimately;at-end-of-day,at-last,at-long-last,eventually,in-end,important,last
cummingwho;
midian;arabia
back;spinal-column,backwards,hinder,binding,bet-on,rear,spine,behind,posterior,aft,rearward,noncurrent,hindermost,chaser
thorny;barbellate,irritable,spine,vexatious,aloof,thorn,difficult
covertly;secretly
greed;avarice,desire,greedily,greediness,greedy
rightthe;
unwavering;unfaltering,steadfast,resolute,doubted,steady,on-course,steady
denmark;jutland,western-europe,danish,appendix:place-names-in-denmark,dane
miscommunications;miscommunication
mr;mister,br,jr,bro,sr
despite;contempt,spite,regardless-of
wagner;Otto-Wagner,Wilhelm-Richard-Wagner,german
introspectionits;
wont;habit,habitual,meo-more,accustomed,accustom,accustomed
whilst;
precarious;shaky,touch-and-go,dangerously,perilous,incipient,unstable,uneasy,doubtful,uncertain,dubious,shaky
unjustlyat;
crains;
industrialtechno;
sinatra;Francis-Albert-Sinatra,sinatra
selection;excerpt,choice,survival,choice,query,selectly,select,selectively,selectability
kilt;skirt,skirt,tartan,skirt,dress
assassin;assassinate,assassinate,hashish
acin;
samanthas;samantha
catastrophic;catastrophal,calamitous,ruinous,disastrous,harmful,cataclysmic,devastating
explodedand;
abedded;
firearm;lead,projectile,arm
connoisseur;fine-arts,taste,specialist
entertainingthe;
rockstar;rock-band,revere,celebrity,renowned
analog;analogue,analogue,data,analogous,analogical,organ,value
susans;
bratwurst;sausage,pork,fried
brothel;whorehouse,prostitution,red-light-district,prostitute
unimpressiveness;
womanthe;
rightness;appropriateness,correctness,justness,truth,correctness,leftness,right,correct
hawaiian;race,culture,state,european,native
girly;effeminate,stereotypical
lock;engage,lock-in,interlock,door,drawer,container,key,door
chide;call-on-the-carpet,blame,noise,admonish
ucertificate;
misname;name,name,misnomer,misnomer
excitementim;
grisoni;
terroristappeasing;
minno;
sars;severe-acute-respiratory-syndrome,mers
tahorror;
himthe;
poultry;domestic-fowl,cornhill,city,turkey,geese,poult
agebased;
carandiru;
tong;transport,manipulate,tongs,chinese,tongs
mercifully;mercy,thankfully,merciful
atlanta;nova-scotia,wisconsin,capital,county-seat,georgia
truer;
whiter;
nucleus;lens-nucleus,core,initial,syllable,organelle,proton
poor;misfortunate,underprivileged,poverty,possession,slummy,moneyless,stone-broke,resourceless,beggarly
helpfully;helpful
explanation;explanatory,explain,explicator,explicative
cronebergs;
interpretation;rendition,approximation,exposition,interpreter,express
watch;lookout,vigil,determine,time,wrist,clock,timepiece,look
atrociously;outrageously,atrocious
contemplation;
wiltshire;inland,england,somerset,gloucestershire
inconsequential;trifling,consequential,premises,logical,importance,unimportant,illogical,unimportant
admitat;
robbins;Jerome-Robbins,robbin
agnes;aggie,nancy,inez
possibleif;
rube;yokel,reuben,unintelligent,uninformed,unsophisticated,yokel
rodeo;north-america,gathering,horse,cow
council;group,government,city,meeting,body
val;valium,valerius,valerie,valentine
aura;air,vibe,epilepsy,telltale,quality
grandchild;child,granddaughter,grandson
commitment;committedness,loyalty,undertaking,allegiance,pledge,commit,review,trust,obligation
mission;deputation,missionary,delegation,missionary,charities
ushowever;
onemy;
queaseinducing;
shemps;
best;Charles-Herbert-Best,better,outdo,better,good,better,top,good,incomparable,second-best,prizewinning,go-to-meeting,unsurpassed,primo
fortyeight;
ohara;
wisepaul;
outsideread;
donea;
sensuousness;sensuous
currie;australia,tasmania,king-island,minnesota
roundtrip;import,export
breakout;break,mainstream,detail,restrictive,confining,outbreak
networkthere;
punch;fist,hit,power,mechanism
cow;overawe,animal,milk,moo,bovine,farm
hideout;hide,hiding-place,hide-out,bunker,hideaway
dollop;quantity,soft,considerable,dole-out,generous
majidi;
vikram;
allstar;
execute;carry-through,run,perform,launch,capital,executable
perdition;Hell,inferno,damnation,ruin,absolute,eternal
clich;
overeat;gorge,pack-on-pounds,eat,surfeit,obesity
costello;
permit;license,license,allow,let,allow,license,let,allowing,allow
piss;peeing,make,urine,urine
album;recording,music,record-player,public,literary
scald;blister,burn,boiling,hot,liquid
haims;
belgian;gaul,extinct,language,hypothetical
oclock;
tnn;
telefair;
megan;margaret,meaghan
effigy;figure,representation,object,dummy,likeness,crude,caricature
temporary;impermanent,temp,time,permanent,part-time
sharpe;
hysterical;hysteria,uncontrollable,hysteric,laughter,prone,agitated,neurotic
concentrate;reduce,condense,dressed-ore,boil-down,centralize,increase,unite,strength,thought
funnywithout;
schtick;shtik
victoria;Queen-Victoria,vic,county-seat
knowfor;
winger;center,offensive
flora;vegetation,goddess,plant,roman,wife,counterpart,fauna
quicken;accelerate,animate,whet,sorbus-aucuparia,excited,quick,radius,move
taint;contamination,infect,defile,putrefaction,mark,operation,morally,disgrace
bone;cram,skeleton,body,part,calcium,white,bony
garcia;portuguese,spanish
npr;npr
quantum;quanta,amount,indivisible,smallest
fleischer;
scum;trash,cesspool,startscum,impurity,semen
poignant;affecting,physical,penetrating,piercing,piquant,painful
average;intermediate,ordinary,mediocre,mean,middle,median,normal,math,normal,arithmetic-mean
decode;decipher,plain-text,encrypted
innum;
condition;circumstance,stipulate,state,shampoo,medical,situation,hair
monopoly;product,board-game,market,privilege
muller;Hermann-Joseph-Muller,ruminator,Friedrich-Max-Muller,Johann-Muller,Paul-Hermann-Muller,sport,grinding,casting,sand,stone
alist;association-list,car,lisp,cdr,association-list,list
forthe;
viewable;visible,browser,seen,view,visible
kang;platform,concrete,heating,traditional,brick
meddle;unduly,in,have-sex,with
tito;Marshal-Tito,politician,revolutionary,gigo
trivialize;downplay,trivialization,trivializingly,trivial
detailscynthia;
require;necessitate,command,want,ask,call-for,requirement,demand,request,indispensable,need
stonefaced;emotionless,facial,cold,expression
steam;water,hot,vapor,gas,mist
azmi;
realtor;real-estate,agent,lease
nonwitness;witness
thwhats;
rage;fad,fury,ramp,fad,uncontrolled,anger,wrath
secretly;in-secret,in-secret,covertly
borneo;malaysia,brunei,indonesia,kalimantan,borneo
unentertaining;entertaining,dull
apprentice;care,master,agreement,master,instruction
restrain;hold-back,limit,control,restraint,liberty
grunge;dirt,grunge,subgenre,filthy,metal,clean
hatch;brood,think-up,hatchback,cross-hatch,break,lift-gate,trapdoor
tentative;probationary,uncertain,experimental,essaying,trial,unsettled
frankie;francis,francesca
amazingit;
dreck;schlock,crap,junk,worthless,trash
raphael;Raffaello-Sanzio,christianity,italian,archangel,renaissance,judaism
iba;
huxley;Thomas-Henry-Huxley,Andrew-Fielding-Huxley,Aldous-Leonard-Huxley,england,cheshire,village
cooke;Jay-Cooke,Alfred-Alistair-Cooke,seller,cook
minority;minor,legislative,vote,empower
deadon;
chevalia;
holcomb;
schmoelloer;
rewinded;rewound
stepsister;stepsis,half-sister,stepparent,stepdaughter,stepfather,stepchild,stepmother
roar;thunder,howl,boom,bellow,bellow,cry,emotion,deep,strong
decipher;decode,solution,text,illegible
rock;John-Rock,rock--n--roll,rock-candy,stone,hard,music,roll,and-roll,stone
someone;person,some,something,anyone,everyone,somebody
fermn;
presenter;donor,master-of-ceremonies,programme,remote,thing
cervi;
yardstick;inch,rod,standard,measuring
immobile;fixed,nonmoving,mobile,immobility,movable,nonmotile,immoveable,stiff,fixed
punchdrunk;
themwhile;
cliche;bromide
mustown;
kink;crimp,curl,crick,length,positive,bend,twist
jalopy;bus,vehicle,dilapidated
raye;
indulge;pamper,gratify,cosset,indulgent,pamper,temptation
dragonsrather;
ghoul;graverobber,spirit,corpse,graverobber,popular-culture
tennant;
pitcher;jar,appendage,player,homosexual,quoit
till;until,cashbox,public-treasury,tweed,glacial,vetch
optical;ocular,optics,visible,visual,optic
cult;fad,sect,margin,small,sect
participant;player,participate,participating,player
particularity;fastidiousness,peculiarity,detail,particular
cyborg;electronic,robot,organic,prosthesis
brodys;
nostalgicralph;
tremendous;fantastic,awful,terrific,awe-inspiring,large
vultan;
streetwalker;public,prostitute
bernard;Claude-Bernard,bernadette,bernie,saint-bernard
preserve;conserve,keep,save,conserve,continue,jam,keep,jelly,save,fresh
stuffthe;
carnally;carnal
upwith;
accountsynopsis;
replay;play-back,do-over,match,replayability
brianne;
resonant;reminiscent,reverberating,echoing,sonorant,current
overly;excessively,excessive,degree
appreciation;taste,admiration,valuation,value,excellence,perception,appreciate
itch;scabies,urge,rub,scratch,desire,desire
rigid;fixed,unbending,strict,rigor,uncompromising,flexible,semirigid,inflexible,unbending,stiff,inflexible
comeat;
scarcely;barely,hardly,probably,certainly,hardly
behindthescenes;
mire;grind-to-a-halt,entangle,predicament,pismire
ticket;slate,tag,election,label,show,goods
sarandons;
screenplaybefore;
stuckeys;
kali;saltwort,avatar,hinduism,kalki,vishnu,kali-yuga
thisseriously;
short;short-circuit,inadequate,unretentive,unforesightful,brusque,low,sell-short,curtal,snub,squatty,short-dated,telescoped
hynkels;
universe;university,universal,space,heavens,multiverse,reality,world,cosmos,galaxy
wild;hazardous,rampantly,godforsaken,intractable,unquiet,domesticated,robbery,chain,undomesticated,delirious,passionate,semi-wild,ferine
plunge;dive,steep,dip,dunk,immerse,throw,thrust,dive,bet,headlong
accelerate;dispatch,quicken,speed-up,forward,faster,grow,student,hasten
ita;orinoco,palm-tree
fritton;
bluff;advantage,willow,bluffer,steep,direct
scottish;Scots,scottish-gaelic,scot,scotland,scots
introducedhe;
garlic;leek,onion,chives,scallion,flavour
awesomeive;
capps;
nodoubt;
cantmiss;
succeed;prosperous,devolve,pursue,descend
pointer;cursor,arrow,value,location,reading,tip,mouse
alvina;alvina
trite;threadbare,hackneyed,salticidae,spider,interesting,family
gauge;bore,estimate,semi-norm,plaster,plaster-of-paris,vector
mcguffin;MacGuffin
jennie;diminutive,jane,jennifer
chai;chai-tea,masala-chai,cha,chai-latte,masala-chai,tea,milk
greeceeven;
hitshow;
nonsplatter;
hurriedly;hastily,precipitously,in-hurry,hurried
